Id. de la fila,Id. del pedido,Fecha del pedido,Fecha de envío,Fecha de facturacion,Año,Forma de envío,Id. del cliente,Nombre del cliente,Segmento,Ciudad,Estado,País,Región,Id. del producto,Categoría,Subcategoría,Nombre del producto,Venta,Cantidad,Descuento,Ganancia
2085,MX-2015-162670,21/10/2015,26/10/2015,2/11/2015,2015,Rápido,DC-13465,Débora Cabrera,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MAT-SU-10003406,Material de oficina,Suministros,Kleencut Recortadora  Azul,829,3,0%,166
2086,MX-2015-162670,21/10/2015,26/10/2015,2/11/2015,2015,Rápido,DC-13465,Débora Cabrera,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MOB-SI-10000556,Mobiliario,Sillas,Hon Taburete  Rojo,3.273,3,0%,425
2409,MX-2017-159625,7/6/2017,12/6/2017,19/6/2017,2017,Estándar,EA-13825,Eloy Alcántara,Empresa,Santa Ana,Santa Ana,El Salvador,Centro,MOB-MO-10003276,Mobiliario,Mobiliario,Deflect-O Bombilla  Premium,704,6,0%,112
2410,MX-2017-159625,7/6/2017,12/6/2017,19/6/2017,2017,Estándar,EA-13825,Eloy Alcántara,Empresa,Santa Ana,Santa Ana,El Salvador,Centro,MAT-AR-10001289,Material de oficina,Arte,Sanford Rotuladores  Al por mayor,314,2,0%,141
2700,MX-2017-167213,31/8/2017,6/9/2017,13/9/2017,2017,Estándar,JC-17035,Jairo Castelo,Empresa,Santa Ana,Santa Ana,El Salvador,Centro,TEC-TE-10000041,Tecnología,Teléfonos,Apple Base de audio  Azul,5.563,5,0%,1390
2701,MX-2017-167213,31/8/2017,6/9/2017,13/9/2017,2017,Estándar,JC-17035,Jairo Castelo,Empresa,Santa Ana,Santa Ana,El Salvador,Centro,TEC-CO-10003145,Tecnología,Copiadoras,HP Fotocopiadora con fax  Rojo,3.415,3,0%,1464
3240,MX-2018-116316,1/9/2018,3/9/2018,10/9/2018,2018,Rápido,JG-17020,Juno Guerrero,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MOB-SI-10000486,Mobiliario,Sillas,Novimex Silla plegable  Rojo,2.193,4,0%,0
3418,MX-2015-143238,22/1/2015,27/1/2015,3/2/2015,2015,Estándar,BL-11890,Baudilio Lozada,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MOB-LI-10004117,Mobiliario,Librerías,Sauder Conjunto de estantes  Convencional,2.594,2,0%,1012
3647,MX-2018-149734,30/10/2018,3/11/2018,10/11/2018,2018,Estándar,AL-10570,Alejo Lugo,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,TEC-TE-10004010,Tecnología,Teléfonos,Cisco Teléfono inteligente  Tamaños variados,6.595,7,0%,1516
3660,MX-2018-112214,16/12/2018,22/12/2018,29/12/2018,2018,Estándar,OP-19690,Onésimo Pagán,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,TEC-TE-10002679,Tecnología,Teléfonos,Samsung Amplificador de señal  Tamaños variados,4.648,5,0%,1487
4192,MX-2018-141957,23/6/2018,27/6/2018,4/7/2018,2018,Estándar,LC-17530,Loreto Cepeda,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MAT-EL-10004117,Material de oficina,Electrodomésticos,Hamilton Beach Molinillo de café  Rojo,853,3,0%,350
4193,MX-2018-141957,23/6/2018,27/6/2018,4/7/2018,2018,Estándar,LC-17530,Loreto Cepeda,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MAT-AL-10002073,Material de oficina,Almacenamiento,Rogers Estanterías  Azul,414,1,0%,108
4194,MX-2018-141957,23/6/2018,27/6/2018,4/7/2018,2018,Estándar,LC-17530,Loreto Cepeda,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MAT-GR-10001997,Material de oficina,Grapas,Stockwell Grapas  Al por mayor,208,3,0%,50
4274,MX-2016-120257,29/12/2016,3/1/2017,10/1/2017,2017,Estándar,CA-12250,Cayetano Aparicio,Empresa,Santa Ana,Santa Ana,El Salvador,Centro,MOB-LI-10002871,Mobiliario,Librerías,Sauder Librería clásica  Negro,2.916,1,0%,1370
4713,MX-2016-117597,27/11/2016,1/12/2016,8/12/2016,2016,Estándar,RM-20410,Reinaldo Mireles,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MAT-CA-10000424,Material de oficina,Carpetas,Wilson Jones Encuadernadora  Económico,979,3,0%,274
5008,MX-2018-152877,26/5/2018,29/5/2018,5/6/2018,2018,Urgente,LC-17635,León Caballero,Empresa,Santa Ana,Santa Ana,El Salvador,Centro,MAT-CA-10004107,Material de oficina,Carpetas,Avery Separadores  Reciclado,223,5,0%,57
5009,MX-2018-152877,26/5/2018,29/5/2018,5/6/2018,2018,Urgente,LC-17635,León Caballero,Empresa,Santa Ana,Santa Ana,El Salvador,Centro,MAT-SO-10004992,Material de oficina,Sobres,Jiffy Sobre de hebilla  50,227,4,0%,90
5073,MX-2018-107832,22/12/2018,25/12/2018,1/1/2019,2019,Urgente,RC-20440,Reinaldo Córdova,Empresa,Santa Ana,Santa Ana,El Salvador,Centro,TEC-AC-10000024,Tecnología,Accesorios,Enermax Tarjeta de memoria  Económico,2.288,3,0%,114
5086,MX-2015-166737,18/5/2015,22/5/2015,29/5/2015,2015,Rápido,CO-12670,Cira Ornelas,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MAT-AL-10001420,Material de oficina,Almacenamiento,Smead Estanterías  Metal,320,1,0%,16
6110,MX-2016-137148,22/6/2016,22/6/2016,29/6/2016,2016,Mismo día,AJ-10840,Amador Jasón,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MOB-LI-10000159,Mobiliario,Librerías,Sauder Librería  Convencional,1.958,2,0%,470
6128,MX-2017-133256,5/6/2017,9/6/2017,16/6/2017,2017,Estándar,NL-19480,Nuncio Lugo,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MOB-LI-10004751,Mobiliario,Librerías,Dania Estante de esquina  Negro,4.114,5,0%,863
6129,MX-2017-133256,5/6/2017,9/6/2017,16/6/2017,2017,Estándar,NL-19480,Nuncio Lugo,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MOB-LI-10002758,Mobiliario,Librerías,Sauder Estante de esquina  Negro,2.973,3,0%,654
6130,MX-2017-133256,5/6/2017,9/6/2017,16/6/2017,2017,Estándar,NL-19480,Nuncio Lugo,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MAT-GR-10003938,Material de oficina,Grapas,Accos Clips  Al por mayor,374,4,0%,26
6131,MX-2017-133256,5/6/2017,9/6/2017,16/6/2017,2017,Estándar,NL-19480,Nuncio Lugo,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MOB-LI-10003478,Mobiliario,Librerías,Sauder Librería  Blanco,5.974,6,0%,2030
6132,MX-2017-133256,5/6/2017,9/6/2017,16/6/2017,2017,Estándar,NL-19480,Nuncio Lugo,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MAT-SU-10001673,Material de oficina,Suministros,Acme Regla  Industrial,367,3,0%,103
6411,MX-2018-130778,23/12/2018,30/12/2018,6/1/2019,2019,Estándar,SA-20845,Samuel Alemán,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MAT-ET-10000888,Material de oficina,Etiquetas,Harbour Creations Etiquetas extraíbles  Duradero,286,4,0%,54
6543,MX-2017-165904,27/3/2017,2/4/2017,9/4/2017,2017,Estándar,JR-16840,Jon Rascón,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MAT-PA-10001943,Material de oficina,Papel,SanDisk Recordadores  Paquete de 12,563,4,0%,22
6545,MX-2017-159191,2/7/2017,9/7/2017,16/7/2017,2017,Estándar,PV-20035,Petra Vergara,Pequeña empresa,Santa Ana,Santa Ana,El Salvador,Centro,MAT-SO-10004116,Material de oficina,Sobres,Jiffy Sobre de hebilla  Rojo,80,1,0%,35
6546,MX-2017-159191,2/7/2017,9/7/2017,16/7/2017,2017,Estándar,PV-20035,Petra Vergara,Pequeña empresa,Santa Ana,Santa Ana,El Salvador,Centro,MOB-SI-10001320,Mobiliario,Sillas,Novimex Silla de playa  Ajustable,969,3,0%,164
6993,MX-2018-130428,3/9/2018,7/9/2018,14/9/2018,2018,Estándar,GC-15520,Gregorio Cuéllar,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MOB-SI-10001719,Mobiliario,Sillas,Harbour Creations Silla de playa  Rojo,1.643,4,0%,443
6994,MX-2018-130428,3/9/2018,7/9/2018,14/9/2018,2018,Estándar,GC-15520,Gregorio Cuéllar,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MAT-CA-10004788,Material de oficina,Carpetas,Acco Separadores  Económico,400,7,0%,108
6995,MX-2018-166492,27/3/2018,27/3/2018,3/4/2018,2018,Mismo día,GB-15070,Gabriela Barca,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MAT-AR-10002543,Material de oficina,Arte,Stanley Sacapuntas  Metal,1.736,10,0%,624
8108,MX-2017-131842,20/3/2017,24/3/2017,31/3/2017,2017,Estándar,LV-17830,Lucía Villa,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MOB-LI-10000384,Mobiliario,Librerías,Dania Librería clásica  Blanco,16.531,6,0%,2975
8109,MX-2017-131842,20/3/2017,24/3/2017,31/3/2017,2017,Estándar,LV-17830,Lucía Villa,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MOB-SI-10001733,Mobiliario,Sillas,Office Star Silla de playa  Ajustable,1.159,3,0%,475
8110,MX-2017-131842,20/3/2017,24/3/2017,31/3/2017,2017,Estándar,LV-17830,Lucía Villa,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MAT-CA-10001599,Material de oficina,Carpetas,Avery Encuadernadora  Transparente,644,2,0%,6
8111,MX-2017-131842,20/3/2017,24/3/2017,31/3/2017,2017,Estándar,LV-17830,Lucía Villa,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,TEC-TE-10002629,Tecnología,Teléfonos,Samsung Auriculares  Al por mayor,1.466,3,0%,513
8112,MX-2017-131842,20/3/2017,24/3/2017,31/3/2017,2017,Estándar,LV-17830,Lucía Villa,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MAT-AL-10004237,Material de oficina,Almacenamiento,Smead Archivador móvil  Tamaño completo,4.281,5,0%,1969
8450,MX-2015-161151,12/8/2015,16/8/2015,23/8/2015,2015,Estándar,JM-16720,Jeremías Montés,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,TEC-TE-10004681,Tecnología,Teléfonos,Cisco Amplificador de señal  Azul,3.037,3,0%,911
8466,MX-2016-134607,15/4/2016,17/4/2016,24/4/2016,2016,Rápido,MU-18955,Montano Uribarri,Pequeña empresa,Santa Ana,Santa Ana,El Salvador,Centro,TEC-AC-10001479,Tecnología,Accesorios,Logitech Memoria USB  Programable,854,4,0%,77
9161,MX-2017-159317,10/7/2017,11/7/2017,18/7/2017,2017,Mismo día,MR-18400,Manila Roque,Cliente,Santa Ana,Santa Ana,El Salvador,Centro,MAT-AL-10000690,Material de oficina,Almacenamiento,Tenex Bandejas  Industrial,1.823,5,0%,710
281,US-2018-128279,20/11/2018,25/11/2018,2/12/2018,2018,Estándar,IC-16405,Iris Casares,Pequeña empresa,Blumenau,Santa Catarina,Brasil,Sur,MOB-MO-10004698,Mobiliario,Mobiliario,Advantus Bombilla  Premium,150,3,60%,-224
925,MX-2016-126977,30/5/2016,31/5/2016,7/6/2016,2016,Urgente,FB-14995,Fidel Badillo,Cliente,Balneário Camboriú,Santa Catarina,Brasil,Sur,MAT-AL-10004790,Material de oficina,Almacenamiento,Rogers Casilleros  Azul,4.232,3,0%,127
926,MX-2016-126977,30/5/2016,31/5/2016,7/6/2016,2016,Urgente,FB-14995,Fidel Badillo,Cliente,Balneário Camboriú,Santa Catarina,Brasil,Sur,MOB-SI-10003241,Mobiliario,Sillas,Harbour Creations Taburete  Negro,4.738,4,0%,284
2518,MX-2017-100573,21/9/2017,23/9/2017,30/9/2017,2017,Rápido,EC-14410,Eusebio Cano,Pequeña empresa,Navegantes,Santa Catarina,Brasil,Sur,MAT-ET-10004339,Material de oficina,Etiquetas,Harbour Creations Etiquetas redondas  Duradero,143,3,0%,40
2519,MX-2017-100573,21/9/2017,23/9/2017,30/9/2017,2017,Rápido,EC-14410,Eusebio Cano,Pequeña empresa,Navegantes,Santa Catarina,Brasil,Sur,MOB-MO-10004358,Mobiliario,Mobiliario,Eldon Bandeja apiladora  Surtido,1.473,7,0%,486
2520,MX-2017-100573,21/9/2017,23/9/2017,30/9/2017,2017,Rápido,EC-14410,Eusebio Cano,Pequeña empresa,Navegantes,Santa Catarina,Brasil,Sur,MOB-MO-10004676,Mobiliario,Mobiliario,Rubvermaid Marco  Duradero,1.426,2,0%,14
2715,US-2015-102281,5/10/2015,10/10/2015,17/10/2015,2015,Estándar,NA-19195,Natasha Arévalo,Pequeña empresa,Blumenau,Santa Catarina,Brasil,Sur,MAT-ET-10002610,Material de oficina,Etiquetas,Smead Etiquetas para documentos legales  Ajustable,24,1,60%,-20
2716,US-2015-102281,5/10/2015,10/10/2015,17/10/2015,2015,Estándar,NA-19195,Natasha Arévalo,Pequeña empresa,Blumenau,Santa Catarina,Brasil,Sur,MOB-SI-10002001,Mobiliario,Sillas,Novimex Sillón  2,8.590,7,60%,-3651
2717,US-2015-102281,5/10/2015,10/10/2015,17/10/2015,2015,Estándar,NA-19195,Natasha Arévalo,Pequeña empresa,Blumenau,Santa Catarina,Brasil,Sur,MAT-SO-10000718,Material de oficina,Sobres,Kraft Sobre de tipo Manila  Plateado,539,7,60%,-756
2718,US-2015-102281,5/10/2015,10/10/2015,17/10/2015,2015,Estándar,NA-19195,Natasha Arévalo,Pequeña empresa,Blumenau,Santa Catarina,Brasil,Sur,TEC-AC-10002787,Tecnología,Accesorios,Logitech Tarjeta de memoria  Programable,280,1,60%,-357
2719,US-2015-102281,5/10/2015,10/10/2015,17/10/2015,2015,Estándar,NA-19195,Natasha Arévalo,Pequeña empresa,Blumenau,Santa Catarina,Brasil,Sur,TEC-CO-10001948,Tecnología,Copiadoras,Canon Fotocopiadora personal  Rojo,2.244,6,60%,-2662
2720,US-2015-102281,5/10/2015,10/10/2015,17/10/2015,2015,Estándar,NA-19195,Natasha Arévalo,Pequeña empresa,Blumenau,Santa Catarina,Brasil,Sur,MOB-ME-10002591,Mobiliario,Mesas,Chromcraft Mesa de formación  Blanco,381,1,80%,-877
2721,US-2015-102281,5/10/2015,10/10/2015,17/10/2015,2015,Estándar,NA-19195,Natasha Arévalo,Pequeña empresa,Blumenau,Santa Catarina,Brasil,Sur,MAT-GR-10002567,Material de oficina,Grapas,Stockwell Grapas  Paquete de 12,79,3,60%,-44
2722,US-2015-102281,5/10/2015,10/10/2015,17/10/2015,2015,Estándar,NA-19195,Natasha Arévalo,Pequeña empresa,Blumenau,Santa Catarina,Brasil,Sur,MAT-AL-10000810,Material de oficina,Almacenamiento,Tenex Carpetas  Industrial,190,3,60%,-275
2723,US-2015-102281,5/10/2015,10/10/2015,17/10/2015,2015,Estándar,NA-19195,Natasha Arévalo,Pequeña empresa,Blumenau,Santa Catarina,Brasil,Sur,TEC-MÁ-10001987,Tecnología,Máquinas,Konica Impresora  Rojo,2.120,3,60%,-1325
2724,US-2015-102281,5/10/2015,10/10/2015,17/10/2015,2015,Estándar,NA-19195,Natasha Arévalo,Pequeña empresa,Blumenau,Santa Catarina,Brasil,Sur,TEC-TE-10002059,Tecnología,Teléfonos,Motorola Amplificador de señal  Tamaños variados,779,2,60%,-331
3154,MX-2018-100398,11/6/2018,15/6/2018,22/6/2018,2018,Estándar,HP-15910,Homero Paredes,Cliente,Joinville,Santa Catarina,Brasil,Sur,MOB-SI-10000887,Mobiliario,Sillas,Harbour Creations Sillón  Negro,9.424,3,0%,2921
3155,MX-2018-100398,11/6/2018,15/6/2018,22/6/2018,2018,Estándar,HP-15910,Homero Paredes,Cliente,Joinville,Santa Catarina,Brasil,Sur,MAT-AL-10003544,Material de oficina,Almacenamiento,Rogers Casilleros  Metal,4.214,3,0%,758
3156,MX-2018-100398,11/6/2018,15/6/2018,22/6/2018,2018,Estándar,HP-15910,Homero Paredes,Cliente,Joinville,Santa Catarina,Brasil,Sur,MOB-MO-10002554,Mobiliario,Mobiliario,Tenex Bombilla  Premium,234,2,0%,21
3316,MX-2017-137855,19/1/2017,25/1/2017,1/2/2017,2017,Estándar,AR-11140,Antonio Rocha,Cliente,Itajaí,Santa Catarina,Brasil,Sur,MOB-MO-10002101,Mobiliario,Mobiliario,Rubvermaid Marco  Premium,2.170,3,0%,195
3317,MX-2017-137855,19/1/2017,25/1/2017,1/2/2017,2017,Estándar,AR-11140,Antonio Rocha,Cliente,Itajaí,Santa Catarina,Brasil,Sur,MAT-EL-10001778,Material de oficina,Electrodomésticos,Hoover Frigorífico  Negro,10.514,3,0%,946
3690,MX-2018-144708,11/4/2018,17/4/2018,24/4/2018,2018,Estándar,OP-19630,Olimpia Pedraza,Empresa,Chapecó,Santa Catarina,Brasil,Sur,MAT-SU-10002240,Material de oficina,Suministros,Acme Cúter  Industrial,526,2,0%,121
3691,MX-2018-144708,11/4/2018,17/4/2018,24/4/2018,2018,Estándar,OP-19630,Olimpia Pedraza,Empresa,Chapecó,Santa Catarina,Brasil,Sur,MAT-ET-10002102,Material de oficina,Etiquetas,Harbour Creations Etiquetas para carpetas de archivos  Blanco,116,2,0%,14
4569,MX-2017-109141,10/12/2017,12/12/2017,19/12/2017,2017,Rápido,LV-17575,Lourdes Villegas,Cliente,Joinville,Santa Catarina,Brasil,Sur,MOB-SI-10001415,Mobiliario,Sillas,Hon Sillón  Ajustable,9.193,3,0%,2666
5077,MX-2018-137736,19/12/2018,24/12/2018,31/12/2018,2018,Estándar,NB-19135,Nadia Badillo,Pequeña empresa,Palhoça,Santa Catarina,Brasil,Sur,MAT-AR-10001636,Material de oficina,Arte,Sanford Lienzos  Al por mayor,677,2,0%,13
5799,MX-2018-135328,8/5/2018,12/5/2018,19/5/2018,2018,Estándar,MF-18490,Marlén Farías,Pequeña empresa,Criciúma,Santa Catarina,Brasil,Sur,MOB-SI-10002369,Mobiliario,Sillas,Novimex Silla de playa  Negro,2.031,7,0%,893
5800,MX-2018-135328,8/5/2018,12/5/2018,19/5/2018,2018,Estándar,MF-18490,Marlén Farías,Pequeña empresa,Criciúma,Santa Catarina,Brasil,Sur,MAT-GR-10002533,Material de oficina,Grapas,Advantus Grapas  Paquete de 12,69,1,0%,18
5801,MX-2018-135328,8/5/2018,12/5/2018,19/5/2018,2018,Estándar,MF-18490,Marlén Farías,Pequeña empresa,Criciúma,Santa Catarina,Brasil,Sur,MAT-SO-10003950,Material de oficina,Sobres,GlobeWeis Sobre de hebilla  Rojo,269,3,0%,129
5802,MX-2018-135328,8/5/2018,12/5/2018,19/5/2018,2018,Estándar,MF-18490,Marlén Farías,Pequeña empresa,Criciúma,Santa Catarina,Brasil,Sur,MOB-MO-10004728,Mobiliario,Mobiliario,Eldon Bandeja apiladora  Duradero,380,2,0%,46
6070,MX-2018-136700,26/9/2018,27/9/2018,4/10/2018,2018,Urgente,JO-16735,Jeremías Orozco,Cliente,Criciúma,Santa Catarina,Brasil,Sur,TEC-TE-10002554,Tecnología,Teléfonos,Cisco Cargador  Azul,21.713,5,0%,3908
6091,US-2018-130365,3/6/2018,5/6/2018,12/6/2018,2018,Rápido,EC-14410,Eusebio Cano,Pequeña empresa,Blumenau,Santa Catarina,Brasil,Sur,MOB-MO-10001048,Mobiliario,Mobiliario,Rubvermaid Bombilla  Surtido,202,4,60%,-86
6092,US-2018-130365,3/6/2018,5/6/2018,12/6/2018,2018,Rápido,EC-14410,Eusebio Cano,Pequeña empresa,Blumenau,Santa Catarina,Brasil,Sur,TEC-CO-10002663,Tecnología,Copiadoras,HP Fax  Digital,6.359,8,60%,-7862
6093,US-2018-130365,3/6/2018,5/6/2018,12/6/2018,2018,Rápido,EC-14410,Eusebio Cano,Pequeña empresa,Blumenau,Santa Catarina,Brasil,Sur,MOB-MO-10004210,Mobiliario,Mobiliario,Deflect-O Tope para puertas  Premium,227,2,60%,-250
6350,MX-2017-100069,7/5/2017,11/5/2017,18/5/2017,2017,Rápido,DA-13495,Diego Avilés,Empresa,Chapecó,Santa Catarina,Brasil,Sur,MAT-ET-10001984,Material de oficina,Etiquetas,Avery Etiquetas para documentos legales  Duradero,313,4,0%,125
6535,MX-2018-132255,3/9/2018,9/9/2018,16/9/2018,2018,Estándar,HP-15580,Herminia Páez,Cliente,Balneário Camboriú,Santa Catarina,Brasil,Sur,MAT-GR-10003462,Material de oficina,Grapas,Stockwell Cintas de goma  Tamaños variados,181,2,0%,9
6536,MX-2018-132255,3/9/2018,9/9/2018,16/9/2018,2018,Estándar,HP-15580,Herminia Páez,Cliente,Balneário Camboriú,Santa Catarina,Brasil,Sur,MOB-MO-10003508,Mobiliario,Mobiliario,Rubvermaid Bandeja apiladora  Surtido,168,1,0%,13
6537,MX-2018-132255,3/9/2018,9/9/2018,16/9/2018,2018,Estándar,HP-15580,Herminia Páez,Cliente,Balneário Camboriú,Santa Catarina,Brasil,Sur,MAT-SU-10000586,Material de oficina,Suministros,Acme Cizallas  Acero,658,2,0%,125
6538,MX-2018-132255,3/9/2018,9/9/2018,16/9/2018,2018,Estándar,HP-15580,Herminia Páez,Cliente,Balneário Camboriú,Santa Catarina,Brasil,Sur,MAT-AR-10001334,Material de oficina,Arte,Sanford Bolígrafos  Tamaños variados,190,2,0%,61
6539,MX-2018-132255,3/9/2018,9/9/2018,16/9/2018,2018,Estándar,HP-15580,Herminia Páez,Cliente,Balneário Camboriú,Santa Catarina,Brasil,Sur,TEC-AC-10002985,Tecnología,Accesorios,SanDisk Memoria USB  Negro,795,3,0%,16
6540,MX-2018-132255,3/9/2018,9/9/2018,16/9/2018,2018,Estándar,HP-15580,Herminia Páez,Cliente,Balneário Camboriú,Santa Catarina,Brasil,Sur,MAT-CA-10001680,Material de oficina,Carpetas,Wilson Jones Encuadernadora  Reciclado,658,2,0%,46
6694,US-2018-131450,22/12/2018,27/12/2018,3/1/2019,2019,Estándar,VM-21475,Valentina Méndez,Pequeña empresa,Blumenau,Santa Catarina,Brasil,Sur,MAT-CA-10002183,Material de oficina,Carpetas,Acco Separadores  Reciclado,24,1,60%,-23
6695,US-2018-131450,22/12/2018,27/12/2018,3/1/2019,2019,Estándar,VM-21475,Valentina Méndez,Pequeña empresa,Blumenau,Santa Catarina,Brasil,Sur,TEC-CO-10000804,Tecnología,Copiadoras,Canon Fotocopiadora  Color,3.497,5,60%,-1512
6829,MX-2015-102421,27/11/2015,2/12/2015,9/12/2015,2015,Estándar,CC-12610,Carla Canales,Empresa,Chapecó,Santa Catarina,Brasil,Sur,MAT-ET-10000191,Material de oficina,Etiquetas,Hon Etiquetas para documentos legales  Rojo,71,1,0%,6
6830,MX-2015-102421,27/11/2015,2/12/2015,9/12/2015,2015,Estándar,CC-12610,Carla Canales,Empresa,Chapecó,Santa Catarina,Brasil,Sur,MAT-ET-10003652,Material de oficina,Etiquetas,Hon Etiquetas redondas  Duradero,282,6,0%,56
6831,MX-2015-102421,27/11/2015,2/12/2015,9/12/2015,2015,Estándar,CC-12610,Carla Canales,Empresa,Chapecó,Santa Catarina,Brasil,Sur,MOB-LI-10004778,Mobiliario,Librerías,Bush Librería  Convencional,2.470,3,0%,1062
6832,MX-2015-102421,27/11/2015,2/12/2015,9/12/2015,2015,Estándar,CC-12610,Carla Canales,Empresa,Chapecó,Santa Catarina,Brasil,Sur,MAT-EL-10002496,Material de oficina,Electrodomésticos,Hoover Horno  Blanco,11.332,3,0%,5326
6833,MX-2015-102421,27/11/2015,2/12/2015,9/12/2015,2015,Estándar,CC-12610,Carla Canales,Empresa,Chapecó,Santa Catarina,Brasil,Sur,TEC-AC-10003337,Tecnología,Accesorios,Logitech Memoria USB  Negro,410,2,0%,188
7367,MX-2018-105466,28/9/2018,3/10/2018,10/10/2018,2018,Estándar,LP-17740,Laura Prieto,Cliente,Gaspar,Santa Catarina,Brasil,Sur,TEC-MÁ-10004828,Tecnología,Máquinas,Epson Teléfono  Blanco,3.175,6,0%,1492
7368,MX-2018-105466,28/9/2018,3/10/2018,10/10/2018,2018,Estándar,LP-17740,Laura Prieto,Cliente,Gaspar,Santa Catarina,Brasil,Sur,TEC-CO-10001006,Tecnología,Copiadoras,Sharp Fax  Color,5.930,3,0%,760
8113,MX-2017-167612,23/6/2017,27/6/2017,4/7/2017,2017,Estándar,TR-21250,Trinidad Rubio,Cliente,Itajaí,Santa Catarina,Brasil,Sur,MAT-GR-10000400,Material de oficina,Grapas,OIC Clips  Tamaños variados,79,1,0%,34
8114,MX-2017-167612,23/6/2017,27/6/2017,4/7/2017,2017,Estándar,TR-21250,Trinidad Rubio,Cliente,Itajaí,Santa Catarina,Brasil,Sur,MAT-GR-10001500,Material de oficina,Grapas,Stockwell Cintas de goma  Metal,325,3,0%,91
8115,MX-2017-167612,23/6/2017,27/6/2017,4/7/2017,2017,Estándar,TR-21250,Trinidad Rubio,Cliente,Itajaí,Santa Catarina,Brasil,Sur,MAT-GR-10002607,Material de oficina,Grapas,Stockwell Cintas de goma  Al por mayor,430,4,0%,60
8767,MX-2015-144743,2/6/2015,5/6/2015,12/6/2015,2015,Urgente,MS-18565,Mateo Salazar,Pequeña empresa,Joinville,Santa Catarina,Brasil,Sur,TEC-TE-10003597,Tecnología,Teléfonos,Samsung Base de audio  Al por mayor,2.226,2,0%,1090
8888,MX-2017-116197,17/7/2017,19/7/2017,26/7/2017,2017,Rápido,AÁ-10015,Abel Ángel,Cliente,Gaspar,Santa Catarina,Brasil,Sur,TEC-AC-10002557,Tecnología,Accesorios,SanDisk Teclado  Programable,3.319,6,0%,1128
8889,MX-2017-116197,17/7/2017,19/7/2017,26/7/2017,2017,Rápido,AÁ-10015,Abel Ángel,Cliente,Gaspar,Santa Catarina,Brasil,Sur,MAT-SU-10003990,Material de oficina,Suministros,Fiskars Cúter  Industrial,2.476,10,0%,618
8973,MX-2017-121391,15/5/2017,19/5/2017,26/5/2017,2017,Estándar,TF-21070,Tacio Franco,Cliente,Caçador,Santa Catarina,Brasil,Sur,MAT-CA-10004470,Material de oficina,Carpetas,Ibico Carpeta  Reciclado,1.478,14,0%,574
8974,MX-2017-121391,15/5/2017,19/5/2017,26/5/2017,2017,Estándar,TF-21070,Tacio Franco,Cliente,Caçador,Santa Catarina,Brasil,Sur,MAT-AL-10002116,Material de oficina,Almacenamiento,Rogers Archivador móvil  Metal,2.813,3,0%,112
8975,MX-2017-121391,15/5/2017,19/5/2017,26/5/2017,2017,Estándar,TF-21070,Tacio Franco,Cliente,Caçador,Santa Catarina,Brasil,Sur,MOB-MO-10003614,Mobiliario,Mobiliario,Rubvermaid Reloj  Negro,669,2,0%,328
8976,MX-2017-121391,15/5/2017,19/5/2017,26/5/2017,2017,Estándar,TF-21070,Tacio Franco,Cliente,Caçador,Santa Catarina,Brasil,Sur,MAT-SO-10004692,Material de oficina,Sobres,GlobeWeis Sobres de uso interno  Plateado,670,2,0%,207
8994,MX-2018-118374,27/9/2018,2/10/2018,9/10/2018,2018,Estándar,TN-21010,Tania Naranjo,Cliente,Itajaí,Santa Catarina,Brasil,Sur,MAT-ET-10002355,Material de oficina,Etiquetas,Novimex Etiquetas con códigos de color  Duradero,171,2,0%,36
8995,MX-2018-118374,27/9/2018,2/10/2018,9/10/2018,2018,Estándar,TN-21010,Tania Naranjo,Cliente,Itajaí,Santa Catarina,Brasil,Sur,MOB-LI-10000222,Mobiliario,Librerías,Sauder Librería clásica  Metal,14.515,5,0%,5951
